timestamp,speaker_id,confidence,motor_status,spec_status,locked
2026-06-12 17:44:39,Patience,0.0000,NO_FACE,OUT_OF_FRAME,0
2026-06-12 17:44:39,Patience,0.0000,NO_FACE,OUT_OF_FRAME,0
2026-06-12 17:44:40,Patience,0.0000,NO_FACE,OUT_OF_FRAME,0
2026-06-12 17:44:40,Patience,0.0000,NO_FACE,OUT_OF_FRAME,0
2026-06-12 17:44:40,Patience,0.0000,NO_FACE,OUT_OF_FRAME,0
2026-06-12 17:44:40,Patience,0.0000,NO_FACE,OUT_OF_FRAME,0
2026-06-12 17:44:40,Patience,0.0000,NO_FACE,OUT_OF_FRAME,0
2026-06-12 17:44:40,Patience,0.0000,NO_FACE,OUT_OF_FRAME,0
2026-06-12 17:44:40,Patience,0.0000,NO_FACE,OUT_OF_FRAME,0
2026-06-12 17:44:40,Patience,0.0000,NO_FACE,OUT_OF_FRAME,0
2026-06-12 17:44:41,Patience,0.0000,NO_FACE,OUT_OF_FRAME,0
2026-06-12 17:44:41,Patience,0.0000,NO_FACE,OUT_OF_FRAME,0
2026-06-12 17:44:41,Patience,0.5906,NO_FACE,OUT_OF_FRAME,0
2026-06-12 17:44:41,Patience,0.7092,NO_FACE,OUT_OF_FRAME,0
2026-06-12 17:44:41,Patience,0.6724,MOVE_RIGHT,MOVED_RIGHT,1
2026-06-12 17:44:42,Patience,0.7366,MOVE_RIGHT,MOVED_RIGHT,1
2026-06-12 17:44:42,Patience,0.7207,MOVE_RIGHT,MOVED_RIGHT,1
2026-06-12 17:44:42,Patience,0.7470,MOVE_RIGHT,MOVED_RIGHT,1
2026-06-12 17:44:42,Patience,0.7188,MOVE_RIGHT,MOVED_RIGHT,1
2026-06-12 17:44:42,Patience,0.4671,MOVE_RIGHT,MOVED_RIGHT,1
2026-06-12 17:44:43,Patience,0.7292,MOVE_RIGHT,MOVED_RIGHT,1
2026-06-12 17:44:43,Patience,0.4548,MOVE_RIGHT,MOVED_RIGHT,1
2026-06-12 17:44:43,Patience,0.6940,CENTERED,CENTERED,1
2026-06-12 17:44:43,Patience,0.7510,CENTERED,CENTERED,1
2026-06-12 17:44:44,Patience,0.7253,CENTERED,CENTERED,1
2026-06-12 17:44:44,Patience,0.7260,CENTERED,CENTERED,1
2026-06-12 17:44:44,Patience,0.7248,MOVE_LEFT,MOVED_LEFT,1
2026-06-12 17:44:44,Patience,0.7262,MOVE_LEFT,MOVED_LEFT,1
2026-06-12 17:44:44,Patience,0.7191,MOVE_LEFT,MOVED_LEFT,1
2026-06-12 17:44:45,Patience,0.7230,MOVE_LEFT,MOVED_LEFT,1
2026-06-12 17:44:45,Patience,0.7171,MOVE_LEFT,MOVED_LEFT,1
2026-06-12 17:44:45,Patience,0.7422,MOVE_LEFT,MOVED_LEFT,1
2026-06-12 17:44:45,Patience,0.7172,MOVE_LEFT,MOVED_LEFT,1
2026-06-12 17:44:45,Patience,0.6915,MOVE_LEFT,MOVED_LEFT,1
2026-06-12 17:44:46,Patience,0.5094,MOVE_LEFT,MOVED_LEFT,1
2026-06-12 17:44:46,Patience,0.6103,MOVE_LEFT,MOVED_LEFT,1
2026-06-12 17:44:46,Patience,0.6261,MOVE_LEFT,MOVED_LEFT,1
2026-06-12 17:44:46,Patience,0.4720,MOVE_LEFT,MOVED_LEFT,1
2026-06-12 17:44:47,Patience,0.6019,MOVE_LEFT,MOVED_LEFT,1
