16:49:15 | LOCK_ACQUIRED | sim=0.42
16:49:15 | MOVE_RIGHT | nose_x=0.71
16:49:16 | MOVE_RIGHT | nose_x=0.75
16:49:17 | SMILE | ratio=0.47
16:49:17 | MOVE_RIGHT | nose_x=0.74
16:49:18 | LOCK_LOST | Target disappeared
16:49:20 | LOCK_ACQUIRED | sim=0.41
16:49:20 | MOVE_RIGHT | nose_x=0.63
16:49:21 | MOVE_RIGHT | nose_x=0.63
16:49:22 | LOCK_LOST | Target disappeared
16:49:29 | LOCK_ACQUIRED | sim=0.52
16:49:29 | MOVE_RIGHT | nose_x=0.73
16:49:30 | MOVE_RIGHT | nose_x=0.75
16:49:31 | MOVE_RIGHT | nose_x=0.99
16:49:31 | LOCK_LOST | Target disappeared
16:49:32 | LOCK_ACQUIRED | sim=0.50
16:49:32 | SMILE | ratio=0.49
16:49:32 | MOVE_RIGHT | nose_x=1.01
16:49:33 | MOVE_RIGHT | nose_x=0.62
16:49:34 | MOVE_LEFT | nose_x=0.48
16:49:37 | BLINK | EAR=0.15
16:49:37 | MOVE_RIGHT | nose_x=0.61
16:49:38 | LOCK_LOST | Target disappeared
16:49:39 | LOCK_ACQUIRED | sim=0.41
16:49:39 | MOVE_RIGHT | nose_x=1.02
16:49:40 | MOVE_RIGHT | nose_x=0.69
16:49:41 | MOVE_LEFT | nose_x=0.46
16:49:42 | LOCK_LOST | Target disappeared
16:50:31 | LOCK_ACQUIRED | sim=0.54
16:50:31 | MOVE_RIGHT | nose_x=0.93
16:50:32 | LOCK_LOST | Target disappeared
16:50:33 | LOCK_ACQUIRED | sim=0.49
16:50:33 | MOVE_RIGHT | nose_x=0.98
16:50:34 | MOVE_RIGHT | nose_x=0.84
16:50:35 | MOVE_RIGHT | nose_x=0.71
16:50:36 | MOVE_RIGHT | nose_x=0.71
16:50:37 | MOVE_RIGHT | nose_x=0.66
16:50:39 | MOVE_RIGHT | nose_x=0.67
16:50:40 | MOVE_RIGHT | nose_x=0.72
16:50:41 | MOVE_RIGHT | nose_x=0.88
